"[2.775577175683182, 2.672599460050015, 2.6172796407371632, 2.6089743428766017, 2.573409950738525]","[2.1703372652785333, 2.279550977708837, 2.208810177252482, 2.243413196624184, 1.8318561507623334]",1.6609801095591958,17.352338075637817,200,5
"[3.0883261892579332, 2.9341831537885485, 2.929479343178371, 2.9153114902329245, 2.8797501199425604]","[2.7586409939339447, 2.9153114902329245, 2.598064875391211, 2.9341831537885485, 2.485685149947922]",2.330357569606222,19.069872856140137,200,5
"[3.0854352844955417, 3.0035114648070036, 3.000993659610113, 2.9902737737774125, 2.9620434808470346]","[2.5987249552082594, 2.3931312563889082, 2.7870363832753666, 2.7938836428761196, 2.575183324311234]",2.093259618153313,17.048999309539795,200,5
"[3.1763706816284505, 3.1752528440673147, 3.138317120581133, 3.1336560780575735, 3.1010998001813315]","[2.970033254061982, 2.9347776049564382, 2.994038619837897, 2.8343416859627286, 2.846136776301803]",2.352734702570196,16.704081535339355,200,5
"[3.2960414134063125, 3.1647127213799386, 3.102258462604703, 3.071920948844674, 3.0465324421524205]","[2.519349670845545, 2.7912878303978164, 2.8026235560949364, 2.8953177949480415, 2.796987820105115]",2.3073921644342326,16.785601377487183,200,5
"[3.0121544554728272, 2.874701620459373, 2.855094785234423, 2.8155617169797935, 2.795669102513067]","[2.3734514646909695, 2.65329928110698, 2.7598246783846117, 2.4172435379033437, 2.5631420309395905]",2.050460451992714,16.205751657485962,200,5
"[3.2016901918854606, 3.200291793152764, 3.180091640874612, 3.1474799985369435, 3.1306181708385257]","[2.8962839761439776, 2.8962839761439776, 3.0068246719381317, 2.8202790264188113, 2.7463194340068595]",2.363437436653016,15.787773132324219,200,5
"[2.90670433327113, 2.8849065359331316, 2.8700551476310956, 2.859687261346063, 2.844176420558085]","[2.659127730898128, 2.6674184577174542, 2.5568067721469565, 2.491290277667469, 2.279950020832626]",2.0525255402474984,15.811793327331543,200,5
"[2.7724797449176637, 2.747375352183094, 2.7365402227248543, 2.7352471575593222, 2.7217788304302872]","[2.612526949863046, 2.4166782816732657, 2.175847183813703, 2.387536868924876, 2.2465127213696485]",1.8438243106878107,15.82471489906311,200,5
"[3.062545934634118, 2.89618597400522, 2.82690875174891, 2.805198630193695, 2.7862220356310727]","[1.916528923047171, 2.268073396311946, 2.380056326765083, 2.2121166675622725, 2.400872194861762]",1.916528923047171,15.575992822647095,200,5
