[1.8138920705593606],[1.5832629464589325],1.3711739378643748,6.382854461669922,5
[1.2600403207503905],[1.1499999999994064],0.792946156100081,6.382854461669922,5
[1.7683592279589913],[1.4805158601872583],1.1603351184198287,6.382854461669922,5
[1.8056865191498597],[1.6485782911390359],1.2356822790011828,6.382854461669922,5
[1.8819664568662868],[1.8352998892737995],1.3993380494878396,6.382854461669922,5
[1.7107403754436623],[1.2323322971715926],1.18293154621132,6.382854461669922,5
[1.775684813037362],[1.4881941749025822],1.2333411609117533,6.382854461669922,5
[1.6528389002740242],[1.3711586505048727],1.118358190267406,6.382854461669922,5
[1.7527520855605827],[1.572696496263413],1.1943944572405591,6.382854461669922,5
[1.8606155855338455],[1.7157834181976153],1.3366504468538882,6.382854461669922,5
[1.861003330855965],[1.5795699437244106],1.4518993316299942,6.382854461669922,5
[1.801484804291349],[1.7689543871262958],1.3555913256529897,6.382854461669922,5
[1.8611617152049305],[1.830714211305426],1.4245120659059753,6.382854461669922,5
[1.8276126211631263],[1.5748594037209092],1.1881916952938794,6.382854461669922,5
[1.6767534082536804],[1.4482638012655835],0.9496887977195156,6.382854461669922,5
[1.69481051668026],[1.2517394717194408],1.183428457539701,6.382854461669922,5
[1.7936236513089958],[1.7267999324240162],1.4675288099830919,6.382854461669922,5
[1.501228041461319],[1.306331377385074],0.8510318163637741,6.382854461669922,5
[1.7328989574821172],[1.425269499915556],1.1843835306279344,6.382854461669922,5
[1.7803404104769627],[1.6611486849015207],1.3388620863670662,6.382854461669922,5
[3.185436843791137],[2.8180754451976417],2.3738585188278347,8.05367922782898,10
[2.821767541290379],[2.6298494695942924],2.2047081391807475,8.05367922782898,10
[2.9374632798502818],[2.4671440047502733],2.2161456641075343,8.05367922782898,10
[3.140377848604934],[2.874661391381622],2.357599393230214,8.05367922782898,10
[3.1882555336915614],[2.751409570176712],2.557624364347893,8.05367922782898,10
[3.113087100003538],[3.0137561773044377],2.564088690382789,8.05367922782898,10
[3.2473740770691815],[2.8587189641880966],2.589599995615595,8.05367922782898,10
[3.023695034030407],[2.7893436287783793],2.4361567470717604,8.05367922782898,10
[3.2864701333874002],[2.896228157932229],2.5211029693923486,8.05367922782898,10
[2.9345591371335527],[2.85687561793326],2.4057208530111858,8.05367922782898,10
[2.3045206640102553],[1.9254538891782131],1.3508248459854024,8.05367922782898,10
[2.8253417025140846],[2.6118173249832957],2.1664184558912445,8.05367922782898,10
[3.177737445484403],[2.805322611918884],2.4609148139353656,8.05367922782898,10
[3.283575922059645],[2.908221028692456],2.3177965968864176,8.05367922782898,10
[3.0998743020302397],[2.8787745824971362],2.4280714878430683,8.05367922782898,10
[2.7992157542410725],[2.5575116306805907],2.02775747229321,8.05367922782898,10
[2.759982123110285],[2.1998590259625503],2.0189326916183306,8.05367922782898,10
[3.0018249845593434],[2.685395346978452],2.156237498766513,8.05367922782898,10
[2.947911921254156],[2.6877262989343227],2.261420038087213,8.05367922782898,10
[3.1431441800252644],[2.7468072442619946],2.215114635079325,8.05367922782898,10
[5.579971354669973],[5.06190349945466],4.266254997177902,25.048651933670044,20
[6.0954636005634635],[5.1907841214630945],4.839495684822161,25.048651933670044,20
[5.846511850294732],[5.372388163483782],4.736005657947497,25.048651933670044,20
[5.083712786699497],[4.205577866169522],3.8823632290075594,25.048651933670044,20
[5.798694924942568],[5.64758396768598],4.732524110395557,25.048651933670044,20
[5.493957725331523],[3.966201424124158],3.611569894972138,25.048651933670044,20
[5.167258465362473],[4.99642263871416],4.027687087144903,25.048651933670044,20
[5.270676907116751],[4.477319534051597],4.14699484112336,25.048651933670044,20
[5.981473064143589],[5.43749044705332],5.13091056938404,25.048651933670044,20
[5.504145115864721],[4.543493936043848],4.483045067967274,25.048651933670044,20
[5.4559466059401736],[4.438879087746674],4.071659503324864,25.048651933670044,20
[5.559587984554898],[4.887118774932315],4.335487429245044,25.048651933670044,20
[5.807616041875633],[4.894711347711193],4.1452452149689005,25.048651933670044,20
[5.543191938171608],[4.854394558541143],4.510059748862397,25.048651933670044,20
[5.735272344366062],[5.530136967753423],4.712377642884395,25.048651933670044,20
[5.417836732013839],[5.07339408919184],4.45910578597519,25.048651933670044,20
[5.553981930610847],[5.005675204109971],4.513656785589764,25.048651933670044,20
[5.544932591832157],[5.183023357889324],4.600124514200413,25.048651933670044,20
[5.450389008992144],[4.526752898753226],4.248211789037941,25.048651933670044,20
[5.499201951612869],[5.050723797478883],4.0586488992652265,25.048651933670044,20
"[1.8371136888637152, 1.804761221968589, 1.804289739999272, 1.7937947876501505, 1.7893898949930578]","[1.5770077449146007, 1.7937947876501505, 1.6684573639084173, 1.5858105279845849, 1.7786206412450216]",1.335021402141107,4.291410684585571,5
"[1.8366326057442997, 1.7983229382075092, 1.7763213383759697, 1.7653633258024692, 1.749615650279734]","[1.6304301346836048, 1.5138345901624999, 1.6379262596221027, 1.6877148405463915, 1.7370327186697758]",1.4039231534224974,4.291410684585571,5
"[1.6325400796021932, 1.6260601808394466, 1.6042503452307302, 1.601785491494233, 1.597846564714962]","[1.4502842392750803, 1.4299627103164594, 1.2999151093515586, 1.3783725306120045, 1.38412288483572]",1.2557588285291306,4.291410684585571,5
"[1.753710560947754, 1.6666230239651025, 1.6498824588239842, 1.6490854122671728, 1.6333799265317956]","[1.5359592167695273, 1.2464189046156784, 1.5937960476996293, 1.2626589578268226, 1.3307973862625235]",1.2464189046156784,4.291410684585571,5
"[1.748454995521909, 1.7025525398878096, 1.6904566126980678, 1.6839455027728654, 1.683221329267767]","[1.6482883803956634, 1.6331209804945999, 1.5880166476930146, 1.433554670313865, 1.4298687307837876]",1.2972853439557528,4.291410684585571,5
"[1.6731482152766899, 1.6727678749859751, 1.664463884547564, 1.6436995137790507, 1.6263056512568839]","[1.5244859640144184, 1.5007234429702048, 1.5623839411815503, 1.5030707773197916, 1.4697146675448365]",1.1887661747261433,4.291410684585571,5
"[1.8048382133702028, 1.7485782264396215, 1.7471236468030642, 1.7406735705234129, 1.7215532525574282]","[1.5548816795033182, 1.5907566270639222, 1.6799431123669017, 1.4023839685125516, 1.6283724004281446]",1.2915235242873526,4.291410684585571,5
"[1.8979449604592014, 1.8764785416768175, 1.8164023864979024, 1.8128362018984767, 1.806669593168741]","[1.6176189274779131, 1.5566817359944998, 1.8043393368492393, 1.5566817359944998, 1.49910465884172]",1.45523710873141,4.291410684585571,5
"[1.8279411998549175, 1.8257873999587926, 1.803798737800605, 1.8004483276446122, 1.7880796611693004]","[1.6603374650960505, 1.762828429727977, 1.5989876289001292, 1.5152478808108427, 1.5628189999743134]",1.5152478808108427,4.291410684585571,5
