"[4.93933826493916, 4.903208420057334, 4.866865409995724, 4.854867174622104, 4.843404923824608]","[4.22496591522738, 4.405708673802631, 4.2575478465380945, 4.223717510133976, 4.3909044987052495]",3.6654438925493893,12.83820128440857,100,10
"[5.832962062839168, 5.80049517081195, 5.765381094185587, 5.720976079803464, 5.691388034637117]","[5.250881829982803, 5.170053772645072, 5.625373878570925, 5.100748650124183, 5.576309571888235]",4.429213312728091,12.842994928359985,100,10
"[6.060552270822303, 5.855186658286417, 5.841970594428512, 5.816858491973578, 5.811336231870545]","[5.177921264605669, 5.274819972624683, 5.741824222460438, 5.337969280922611, 5.40087230276003]",4.707150557512999,12.850525617599487,100,10
"[4.9186743554161225, 4.7952835502945295, 4.7681794146793335, 4.645095109211218, 4.640254121718545]","[4.072850665164605, 4.050637755587095, 3.734924913586424, 4.442542484992612, 4.042238968290446]",3.6561097961663043,12.79116153717041,100,10
"[5.37775770075611, 5.351165473018491, 5.340600650109133, 5.329394095161066, 5.3080307937571565]","[4.796703024053147, 4.0723706347018425, 4.835116752332596, 5.277157563834322, 5.159801829402456]",4.0723706347018425,12.91503643989563,100,10
"[5.880323567560637, 5.852180925091797, 5.850691693814251, 5.839964477828492, 5.793104789152065]","[5.719062300908244, 5.646329924061786, 5.58441465153283, 5.579796450964542, 5.499214966701123]",4.846143888132408,12.807545185089111,100,10
"[6.026308174584465, 5.9281350883060755, 5.918322808751797, 5.91754208479405, 5.91714837662579]","[5.293023312727748, 5.448974809319987, 5.899799305744667, 5.314145668619743, 5.916584293597189]",4.7301550730262125,12.899863243103027,100,10
"[4.980399547734118, 4.954303883667042, 4.882147125880445, 4.872988282634823, 4.863788287908899]","[4.630346579700726, 4.7028895506441755, 4.882147125880445, 4.275015278842147, 4.954303883667042]",3.7524331437246787,12.806785345077515,100,10
"[5.733043587567693, 5.662256115029816, 5.638090456984005, 5.584186556383204, 5.5516357721534675]","[5.072857203809531, 5.403539847188471, 5.338709109368268, 4.543165830801422, 5.072857203809531]",4.278608717926511,12.819928646087646,100,10
"[5.761475488330458, 5.678125697577228, 5.676521464506452, 5.62637504201168, 5.589637191687883]","[5.360860082311084, 5.24620602327288, 5.189021748819285, 5.401004892208584, 5.238948556969937]",4.746531422346013,12.896099328994751,100,10
"[5.402734441612601, 5.244501566038651, 5.210005601434219, 5.196578244142331, 5.178086394593691]","[4.905313186679405, 4.634842166585296, 4.98791793632098, 4.84277015361768, 4.469044174863118]",3.913774659658623,12.801496028900146,100,10
"[5.65732202330826, 5.650273583977083, 5.60845884995304, 5.598593473207989, 5.548343922321265]","[5.089668967544713, 5.154519269451961, 5.12384754074018, 5.278612199392265, 4.584059445595004]",4.292046363633374,12.867823362350464,100,10
"[5.152514261967937, 5.0990889502495085, 5.097581600034022, 5.092955760724737, 5.058931241656909]","[4.53174302370257, 4.647514594765704, 4.94593827709006, 4.672923458781024, 5.058931241656909]",3.9632517937485856,12.803028583526611,100,10
"[5.546695350944413, 5.545983992746483, 5.43685907373008, 5.426469771902635, 5.394976403058591]","[4.961910134483707, 5.046939130902125, 4.910383839595086, 4.981062578731471, 5.078491568481011]",4.432431919207808,12.867075443267822,100,10
"[5.397513918992004, 5.39439199915049, 5.382535996823953, 5.241967006927723, 5.234052437975566]","[4.626038778129053, 4.485509353799714, 4.988620870060847, 4.240376142557406, 4.988620870060847]",4.185925467441149,12.791982173919678,100,10
"[5.0733227751235574, 5.0555772577214935, 5.03597083432413, 5.015354246207447, 4.899224604652344]","[4.312073785663603, 4.36656536078237, 4.5121080801799955, 4.447120749151331, 4.563283192886252]",3.708424961425045,12.8177011013031,100,10
"[5.92398904860673, 5.86083784612182, 5.765418206478923, 5.748747741944172, 5.7338849678463415]","[5.611452288028619, 5.255789070453272, 5.09341000754306, 5.705791335753824, 5.434074058523716]",4.889890341769226,12.91940689086914,100,10
"[5.6450486549284955, 5.582589169030045, 5.540800867126317, 5.536657011602641, 5.529407289861861]","[5.270911401697642, 5.344636756466666, 5.078870368365538, 5.0482466430656245, 5.381248423583004]",4.6264391561839835,12.791446208953857,100,10
