our_model_selections,random_model,greedy_selection,min_overlaps,time_elapsed,nodes,number_of_filters,DIM,K
"[4.559458100059554, 4.522490213894168, 4.486956730858713, 4.481827115641905, 4.461855266039509, 4.440846999537613, 4.393092689984502, 4.371280400811238, 4.369327347031043, 4.367883852987717, 4.36770655689739, 4.361772237618504, 4.354284259832562, 4.354095384319633, 4.343541312190632, 4.337449264674394, 4.332869916061922, 4.329649072466613, 4.3295695459838415, 4.300568447503615]","[3.7100758940747283, 4.206564220010608, 3.9978477456238664, 3.848401671746578, 4.367883852987717, 3.98533328326061, 4.106352297588911, 3.5969584412901088, 3.5057843223664302, 3.195902593446662, 3.7605788129895115, 3.9999229064492647, 3.657266224445038, 3.702193027807553, 3.9978477456238664, 3.8116955859160253, 4.1013978296944, 3.7591189705693715, 4.009150960853468, 3.8798068962926306]","[5.640363342865367, 5.501693320662663, 5.207787081854281, 5.594269977818673, 5.4716788045719875, 5.4894368547146675, 5.6285276764767165, 5.5213582394301515, 5.5651601841296285, 5.515319545038635, 5.596886768632406, 5.48661554970905, 5.345660304256772, 5.257676391179059, 5.3021270404681715, 5.513027679698275, 5.4716788045719875, 5.53359843997001, 5.066410497442924, 5.543859956592818]",3.195902593446662,27.575454473495483,200,10,20,20
"[5.274978623206747, 5.271142017853241, 5.208736150785174, 5.204518603291902, 5.1969174636169, 5.187273056166189, 5.17595886105512, 5.175512618455508, 5.162690176825298, 5.14641508755493, 5.146271807686323, 5.142262775913855, 5.131959387743115, 5.1261355496499235, 5.110276285004853, 5.100835251000048, 5.085803862466519, 5.079307975105915, 5.0761322222856, 5.07532632094506]","[4.8956665759195905, 4.423712777525988, 4.653306543930918, 4.644598297990862, 4.957665235625197, 5.1969174636169, 4.849273340621309, 4.910890596344206, 4.489523532910631, 4.7593843371566145, 4.894981512324028, 4.815834081412473, 5.07532632094506, 4.612623090658692, 4.683715032009191, 4.8428715156244, 4.283038079473194, 4.974980001789825, 4.812779306256799, 4.868098336785451]","[5.154092537215872, 5.47555421179541, 5.5213582394301515, 5.257676391179059, 5.640363342865367, 4.903896012865809, 5.320058074907872, 5.345660304256772, 5.194820104888648, 5.218008676094878, 5.501693320662663, 5.5213582394301515, 5.568764473983041, 5.5238718374017655, 5.5651601841296285, 5.4894368547146675, 5.640332036881609, 5.543859956592818, 5.6285276764767165, 4.972902690807616]",4.03451009711679,27.50888752937317,200,10,20,20
"[6.194021876261303, 6.063197418504387, 6.055012207593988, 6.0276294893680475, 6.011523570331192, 6.011385655312398, 6.005822627623611, 5.99459468066431, 5.987286926273803, 5.979296459107554, 5.972364770857152, 5.971788522758536, 5.965588938868624, 5.964543202846442, 5.958257252167061, 5.956628902918692, 5.947029694868934, 5.938287924456442, 5.9224085172849055, 5.921948786934187]","[5.796980142480892, 5.947029694868934, 5.796980142480892, 5.568313326761052, 5.9224085172849055, 5.487563897220628, 5.879878429891844, 5.635361190437753, 5.446868712404641, 5.508492013837352, 5.8935531903908185, 5.201931865500108, 5.501518613738407, 5.870025322904868, 5.56814636655787, 5.964543202846442, 5.592974637861882, 5.870025322904868, 5.796980142480892, 5.552623009930224]","[4.972902690807616, 5.640332036881609, 5.53359843997001, 5.3021270404681715, 5.218008676094878, 5.515319545038635, 5.4716788045719875, 5.501693320662663, 5.531950968204908, 5.207787081854281, 5.311741031392756, 5.320058074907872, 5.345660304256772, 5.48661554970905, 5.154092537215872, 5.257676391179059, 5.1424811823150005, 5.108521994296395, 5.5213582394301515, 5.4716788045719875]",4.907303112049454,28.51922583580017,200,10,20,20
"[5.952459133793134, 5.7215812180087795, 5.711236821150146, 5.6912712351823505, 5.676405885405231, 5.653684919884501, 5.625369009123682, 5.609370529833258, 5.602492015661153, 5.590887841647341, 5.58288772222154, 5.582462100233148, 5.577095662557501, 5.576564951317017, 5.566469228412336, 5.564286341181229, 5.560835863949658, 5.552925987987921, 5.548360603585511, 5.5411559681994165]","[5.136284159113376, 5.372623677436019, 5.18885337156659, 5.711236821150146, 4.889759186430854, 5.653684919884501, 5.3565690877560455, 5.653684919884501, 5.27228890904067, 5.399738737673863, 4.967347031268923, 4.935913313734998, 5.1605100717007755, 4.600267367626818, 5.3629921450210345, 5.625369009123682, 5.239323231370125, 5.1703015152082425, 5.323349437685507, 5.07157829059222]","[5.3021270404681715, 5.501693320662663, 5.568764473983041, 4.903896012865809, 5.513027679698275, 5.53359843997001, 5.47555421179541, 5.108521994296395, 5.27460991180996, 4.972902690807616, 5.48661554970905, 5.5213582394301515, 5.4716788045719875, 5.543859956592818, 5.515319545038635, 5.320058074907872, 5.1424811823150005, 5.594269977818673, 5.288658731707743, 5.4716788045719875]",4.443129423723629,28.98058319091797,200,10,20,20
"[4.912445563574523, 4.8855107767213015, 4.747689209044536, 4.740944110767793, 4.716776383238952, 4.70933742857361, 4.666934358592283, 4.653180922633474, 4.6450491698623155, 4.642057129597622, 4.615403620833303, 4.60092060805168, 4.593713062276365, 4.565279715441119, 4.564430409768973, 4.5520465210033505, 4.54918632857083, 4.54401297762673, 4.5404302439920095, 4.536460760881821]","[3.9925845674609324, 4.273018225003491, 3.960710727784876, 4.096360192627201, 4.333829423290655, 4.4061746538343405, 4.280300250671193, 3.9932664692684408, 3.9207905586928424, 4.324597310269501, 4.467440882437886, 4.333829423290655, 4.3857348408002705, 4.521119306995959, 4.3282262218248615, 3.933168260710995, 4.5142319059225136, 4.454150047651086, 4.182902775383076, 4.383061461575632]","[5.066410497442924, 5.207787081854281, 5.4716788045719875, 5.5213582394301515, 5.531950968204908, 5.154092537215872, 5.501693320662663, 5.4894368547146675, 5.108521994296395, 5.320058074907872, 5.640332036881609, 5.121044216828157, 4.972902690807616, 5.3021270404681715, 5.53359843997001, 5.5213582394301515, 5.47555421179541, 5.218008676094878, 5.311741031392756, 5.568764473983041]",3.4517683497187863,28.77370047569275,200,10,20,20
"[5.940888844260458, 5.93567027413094, 5.914510689500511, 5.863040287329817, 5.839857571620625, 5.834268925719053, 5.793250603996955, 5.786086538530658, 5.784913130853155, 5.7694770413956755, 5.741291211191822, 5.735787099228887, 5.726358907010982, 5.716687262029037, 5.706640045448944, 5.705169681431519, 5.703896015669531, 5.698864779840623, 5.697422560058135, 5.689134019737652]","[5.179026125529211, 5.253762890200817, 4.963707705726468, 5.793250603996955, 5.839857571620625, 5.436374801412696, 5.152594706886307, 5.93567027413094, 5.480177704223342, 5.2165685309080425, 5.316524500036425, 5.438196773248721, 5.279463313034561, 5.325333986169977, 5.223041290142099, 5.7694770413956755, 5.222108229920045, 5.155754704328139, 5.1247705884458155, 5.193634993973032]","[5.513027679698275, 5.27460991180996, 5.194820104888648, 5.207787081854281, 5.257676391179059, 5.5238718374017655, 5.108521994296395, 5.097488247771523, 5.5213582394301515, 5.640363342865367, 5.6285276764767165, 5.568764473983041, 5.5651601841296285, 5.543859956592818, 5.154092537215872, 5.218008676094878, 5.1424811823150005, 4.972902690807616, 5.531950968204908, 5.4716788045719875]",4.485592568109622,27.966012001037598,200,10,20,20
"[5.860825990313198, 5.835009268172186, 5.832678924587538, 5.7410819829776445, 5.73768190619004, 5.73278929637062, 5.727900709489956, 5.697819673241042, 5.6893885885671, 5.687246238754918, 5.68594865727823, 5.670495923582307, 5.658720510506919, 5.648974797907142, 5.639172219183182, 5.627607345885242, 5.622180981187851, 5.615196587758912, 5.613227351685764, 5.601536354533647]","[5.270769820585008, 5.390280344151566, 5.520006008155879, 5.520006008155879, 5.32477238135715, 5.2264137635275825, 5.417314243900817, 5.3758399449038965, 5.462238247322555, 5.860825990313198, 5.334096871571113, 5.727900709489956, 5.490939295969433, 5.568711187501787, 5.095586476571895, 5.658720510506919, 5.315347257745334, 5.309881291750951, 5.348791100526913, 5.417665000409908]","[5.218008676094878, 5.594269977818673, 5.53359843997001, 5.5651601841296285, 5.531950968204908, 5.121044216828157, 5.4894368547146675, 5.48661554970905, 5.154092537215872, 5.5213582394301515, 5.066410497442924, 5.788666036648168, 5.27460991180996, 5.108521994296395, 5.501693320662663, 5.3021270404681715, 5.097488247771523, 5.640332036881609, 5.513027679698275, 5.6285276764767165]",4.560872489221156,27.306362867355347,200,10,20,20
"[5.691937069104296, 5.68317322423859, 5.643591447472439, 5.609665907538773, 5.603431906877207, 5.598767003097874, 5.583084006168785, 5.579426872595349, 5.574944511519542, 5.564106293773796, 5.5601353794947075, 5.538595066499409, 5.528085772846855, 5.526406839571467, 5.52270410589254, 5.518467408169706, 5.516802926166402, 5.512469039859958, 5.510608731581003, 5.510147678948438]","[5.383373625229293, 4.692727535470491, 5.221071804108474, 5.135644233275508, 4.827178922002055, 5.12424393613557, 5.258516816544334, 5.139987965371893, 5.171283328172851, 5.255140386091606, 4.8417748162357945, 5.256439156076688, 5.171283328172851, 5.452190923587849, 4.83443356199338, 4.7668779437415125, 5.07412453581046, 5.1698510528391965, 5.258967248934564, 4.936056487966985]","[4.903896012865809, 5.568764473983041, 5.53359843997001, 5.5651601841296285, 5.108521994296395, 5.1424811823150005, 5.311741031392756, 5.5213582394301515, 5.501693320662663, 5.596886768632406, 4.972902690807616, 5.543859956592818, 5.515319545038635, 5.097488247771523, 5.640363342865367, 5.218008676094878, 5.47555421179541, 5.257676391179059, 5.48661554970905, 5.27460991180996]",4.5695144608564915,27.25029945373535,200,10,20,20
"[5.287263276949878, 5.121905040213337, 5.115964767594732, 5.1157833081931505, 5.115758822523018, 5.111807825802046, 5.105283128508974, 5.086329502891452, 5.083323514553817, 5.079986863225947, 5.066831619807698, 5.0595465028717985, 5.059160120974114, 5.040729454733919, 5.037226612660976, 5.028555388683026, 5.002008911795111, 4.997885667013534, 4.996622002298996, 4.986791240433949]","[4.752364688035505, 4.973060254402754, 4.52946177487613, 4.878254601872139, 4.7252854143192575, 4.330014015503628, 4.812420690963821, 4.659973828142002, 4.659973828142002, 4.5559366866568505, 4.348105052815999, 4.7559542452350065, 4.746270711516571, 5.121905040213337, 4.552356311346701, 4.6014315482430685, 4.454890591479359, 4.7252854143192575, 4.793338410141378, 4.795767782689372]","[5.121044216828157, 5.4894368547146675, 5.594269977818673, 5.501693320662663, 5.194820104888648, 5.47555421179541, 5.207787081854281, 5.311741031392756, 5.513027679698275, 5.5651601841296285, 5.531950968204908, 5.097488247771523, 5.53359843997001, 4.972902690807616, 4.903896012865809, 5.543859956592818, 5.640363342865367, 5.4716788045719875, 5.27460991180996, 5.6285276764767165]",3.994390966194659,27.220574855804443,200,10,20,20
"[5.80943103335153, 5.765182517103927, 5.693927736357968, 5.6307571595670804, 5.56495205893246, 5.552576830631555, 5.5494356467541115, 5.545956056375976, 5.54331901609763, 5.541651987991961, 5.537712996657487, 5.534094276180741, 5.524510701799904, 5.522451696460356, 5.510224669782166, 5.501778574351915, 5.4903668630052, 5.482727831351904, 5.4716733476497605, 5.470992158151621]","[5.449437703197975, 5.293157197124002, 5.233511875181473, 5.6307571595670804, 5.127978305141589, 5.233202436526441, 4.908876157158328, 5.259500693606077, 5.291255906347168, 5.275550888190022, 4.89462942402102, 4.7526367933601845, 4.960227538896935, 4.851287051699027, 4.886194967377102, 5.144332241775412, 5.238458033861068, 5.092328017088363, 5.534094276180741, 5.094798544766351]","[5.108521994296395, 4.972902690807616, 5.640363342865367, 5.501693320662663, 5.27460991180996, 5.515319545038635, 5.48661554970905, 5.788666036648168, 5.4894368547146675, 5.1424811823150005, 5.218008676094878, 5.121044216828157, 5.531950968204908, 5.5213582394301515, 5.53359843997001, 4.903896012865809, 5.311741031392756, 5.5213582394301515, 5.320058074907872, 5.596886768632406]",4.261127579692635,27.243542909622192,200,10,20,20
our_model_selections,random_model,greedy_selection,min_overlaps,time_elapsed,nodes,number_of_filters,DIM,K
"[5.203434465695057, 4.987128308047999, 4.965024923112459, 4.9515227176032885, 4.924461897925821, 4.907246582164313, 4.902551766169453, 4.894161167683666, 4.87697877963674, 4.857485526247578, 4.85477388662785, 4.8482288372229565, 4.84419776342398, 4.827132070564201, 4.812648372260908, 4.802166466235379, 4.795358453492879, 4.792861293367596, 4.783854707480715, 4.773751704640526]","[4.0628451943383785, 3.839980588438353, 4.56258013628914, 4.570133615364773, 4.315853577759287, 4.549314007096176, 4.558645339362757, 3.9725109725023393, 4.987128308047999, 4.6958709650314985, 4.246621340594592, 4.281127310191195, 4.987128308047999, 4.299429322457231, 4.392751792040871, 4.074508923050805, 4.190678637482775, 4.179582099598753, 4.508876493980037, 4.261973645863345]","[4.9515227176032885, 4.558645339362757, 3.9725109725023393, 4.783854707480715, 4.261973645863345, 4.56258013628914, 4.570133615364773, 4.87697877963674, 3.839980588438353, 5.203434465695057, 4.812648372260908, 4.315853577759287, 4.074508923050805, 4.773751704640526, 4.246621340594592, 4.281127310191195, 4.6958709650314985, 4.85477388662785, 4.508876493980037, 4.84419776342398]",3.839980588438353,25.910845041275024,200,10,20,20
"[5.3850932073589535, 5.2735157356164555, 5.25985650133762, 5.245422052063811, 5.221503097583826, 5.214880409614281, 5.21105398543496, 5.20781903640164, 5.206212800414876, 5.2025684482784635, 5.189204044380369, 5.169463600947545, 5.158048564364811, 5.152956972867074, 5.146682531500668, 5.1416567440862, 5.1410290631267825, 5.138979826539971, 5.133589150184997, 5.10027427898968]","[4.7773274472918885, 4.776006315830638, 4.375471285313303, 4.823294297103996, 4.971876108679405, 4.662770863377861, 4.995582239138957, 4.822231143175605, 4.4112624954499, 4.836462301870319, 4.685468347524893, 4.983756140510459, 5.189204044380369, 4.976753710398991, 4.741676888106399, 4.839707296852962, 4.895453981590646, 4.810127099917662, 4.599394132952661, 5.221503097583826]","[4.894161167683666, 4.246621340594592, 4.190678637482775, 5.203434465695057, 4.508876493980037, 4.8482288372229565, 4.773751704640526, 4.0628451943383785, 4.392751792040871, 3.9725109725023393, 3.839980588438353, 4.987128308047999, 4.85477388662785, 4.965024923112459, 4.924461897925821, 4.907246582164313, 4.84419776342398, 4.315853577759287, 4.827132070564201, 4.802166466235379]",4.375471285313303,25.938618421554565,200,10,20,20
"[5.588782903058845, 5.537435605241566, 5.506872499735643, 5.500362248678063, 5.457431687054358, 5.456344935658485, 5.440489446909716, 5.42758906496458, 5.426274955403203, 5.416533736863025, 5.413983481130967, 5.402648859962973, 5.392648467599046, 5.388077750451644, 5.387215900890409, 5.3863922648141545, 5.380233166698555, 5.377658489587279, 5.35525258279099, 5.332451842194737]","[4.451082187524058, 4.419988781644891, 5.233485851950383, 4.988452474082202, 4.674092800065866, 5.084292980599329, 4.939783067709156, 5.324413689333303, 4.793019617559502, 5.35525258279099, 5.258186634031538, 4.753652055992241, 5.047258566527865, 4.702823438772847, 4.698076608530979, 5.119217136755493, 4.521084201598476, 4.781619441167664, 4.421521349416175, 4.903023496346328]","[4.795358453492879, 4.508876493980037, 4.802166466235379, 4.179582099598753, 4.924461897925821, 4.773751704640526, 4.392751792040871, 4.965024923112459, 4.907246582164313, 4.792861293367596, 4.84419776342398, 4.558645339362757, 4.190678637482775, 3.9725109725023393, 4.570133615364773, 4.987128308047999, 4.902551766169453, 5.203434465695057, 4.85477388662785, 4.281127310191195]",4.036459412078043,25.937175035476685,200,10,20,20
"[5.491551643068476, 5.475722809097996, 5.408813593715306, 5.380571627583423, 5.368285430508177, 5.3561809022190285, 5.354374860325993, 5.352781161265746, 5.335912277509418, 5.284488649463229, 5.283170895808055, 5.268215586118881, 5.26458294534261, 5.263970634410199, 5.2604708530302755, 5.257825452675844, 5.246205656825635, 5.235377172769023, 5.235361013552737, 5.229646804098731]","[4.562195450186639, 5.050231349509967, 5.043166850724095, 4.888283950741345, 5.015096196994406, 4.894932183907789, 5.040086723726475, 4.836287134944347, 4.837222958121076, 5.1137673703666575, 4.836621255266671, 4.94259804596026, 5.040086723726475, 4.88854920209722, 4.7035311222800855, 4.7467914103193145, 4.950364248181147, 5.064104426074067, 5.1531381137436085, 5.050591859768895]","[4.261973645863345, 4.392751792040871, 4.773751704640526, 4.802166466235379, 4.987128308047999, 4.85477388662785, 3.839980588438353, 4.987128308047999, 4.570133615364773, 4.56258013628914, 4.827132070564201, 3.9725109725023393, 4.299429322457231, 4.281127310191195, 4.857485526247578, 5.203434465695057, 4.792861293367596, 4.795358453492879, 4.84419776342398, 4.315853577759287]",4.489415442516701,25.912750959396362,200,10,20,20
"[5.457234394191421, 5.409653470551769, 5.400180544414447, 5.397545250138567, 5.378838569114922, 5.360440938881146, 5.353577429891472, 5.318093392515973, 5.314076138973948, 5.311995425447049, 5.277669757632404, 5.274482188782235, 5.262562277516031, 5.242812863383658, 5.220254672931304, 5.19609857617269, 5.1668936573983215, 5.160402171741459, 5.156402076006938, 5.1314482673319555]","[4.343622800565501, 5.1026811728257755, 4.764945867330277, 4.540934264038887, 4.743588770302342, 4.790386376794672, 4.544840706058429, 4.7902975242191115, 4.64249618480444, 4.107419701148361, 4.790386376794672, 5.160402171741459, 4.778069437821942, 5.378838569114922, 5.160402171741459, 4.797997422628021, 5.068834270587502, 4.654343904799987, 4.541028389176042, 4.490410907994648]","[4.190678637482775, 4.894161167683666, 4.792861293367596, 4.773751704640526, 4.56258013628914, 4.965024923112459, 4.570133615364773, 5.203434465695057, 3.9725109725023393, 4.549314007096176, 4.987128308047999, 4.508876493980037, 4.924461897925821, 4.6958709650314985, 4.0628451943383785, 4.783854707480715, 3.839980588438353, 4.84419776342398, 4.179582099598753, 4.795358453492879]",3.802659267270451,25.96113872528076,200,10,20,20
"[5.696872187821167, 5.625816817483538, 5.58692680136284, 5.571291899143808, 5.571187160954179, 5.557041811330955, 5.556641631569061, 5.5556894680466575, 5.5445261025635695, 5.530224217313796, 5.4798496656888505, 5.479781524229124, 5.475858455551565, 5.467741594581679, 5.456452968951434, 5.446372114306051, 5.444432701356557, 5.435579894590318, 5.4342547085811015, 5.433595172162796]","[5.4798496656888505, 5.153799353818814, 5.297956631040524, 4.754014846809186, 4.975489388025576, 5.287641497477013, 4.859459158216198, 5.351536942117271, 5.365757024378893, 5.258857461990591, 5.253391906622186, 5.351536942117271, 5.041567587793047, 4.98986514317094, 5.290838253598175, 4.744892935408112, 5.076036514110067, 4.7544556947113366, 5.290838253598175, 5.240205658208222]","[4.56258013628914, 4.315853577759287, 4.802166466235379, 3.9725109725023393, 4.987128308047999, 4.827132070564201, 4.074508923050805, 4.299429322457231, 4.281127310191195, 4.9515227176032885, 4.795358453492879, 4.87697877963674, 4.987128308047999, 4.857485526247578, 4.8482288372229565, 4.0628451943383785, 4.894161167683666, 4.558645339362757, 4.508876493980037, 4.261973645863345]",4.59610996663577,25.89381241798401,200,10,20,20
"[5.769735581769698, 5.743668526360884, 5.689792838421087, 5.679800896731939, 5.674589734551642, 5.674503287625501, 5.618486621467246, 5.583553365772023, 5.555857927899462, 5.553821283283606, 5.553227155591686, 5.549856646688048, 5.5431514534835555, 5.5340690433978414, 5.5243480398791664, 5.515655875969651, 5.510612520478932, 5.501361798582046, 5.474598907025187, 5.463665596164086]","[5.20155125245214, 4.911303629165502, 4.745869532089444, 4.989458878784621, 5.410557041688865, 5.052749400718999, 5.070188387703785, 5.1656111412819214, 4.8699759786818095, 5.1656111412819214, 5.296762054740414, 5.080970381452448, 5.019765552148057, 5.5243480398791664, 5.410657049627238, 5.16030897273773, 5.432823513134056, 5.301791679622426, 5.108394227353896, 5.410557041688865]","[4.179582099598753, 4.783854707480715, 4.0628451943383785, 4.570133615364773, 3.9725109725023393, 4.9515227176032885, 4.8482288372229565, 4.792861293367596, 4.924461897925821, 4.987128308047999, 4.56258013628914, 4.987128308047999, 4.074508923050805, 4.392751792040871, 4.261973645863345, 4.508876493980037, 4.812648372260908, 4.987128308047999, 4.84419776342398, 4.894161167683666]",4.524172201328849,25.8991219997406,200,10,20,20
"[5.625003011024263, 5.557428376939956, 5.5478945883074955, 5.4985223772821135, 5.497264097768413, 5.483338058253434, 5.482603753725269, 5.458820845750535, 5.455193135281958, 5.446648540628233, 5.439121211919519, 5.432244719220343, 5.4321827335156625, 5.421769201075999, 5.415405891601565, 5.415250633188111, 5.4114399608263595, 5.4086861186704915, 5.408063156021284, 5.402211114354463]","[5.482603753725269, 5.016031590205392, 5.037729303544488, 5.271976578850166, 5.2086137799360275, 5.455193135281958, 5.332706209288797, 5.2027967076993855, 5.143960901509259, 5.143960901509259, 5.458820845750535, 5.289582442867189, 5.199064909589807, 5.199479978178919, 5.3421715308677244, 5.280575844751779, 5.118896629891446, 5.221749764185143, 5.191474342541498, 5.286144394364617]","[4.299429322457231, 4.549314007096176, 4.179582099598753, 4.9515227176032885, 4.558645339362757, 4.857485526247578, 4.907246582164313, 4.56258013628914, 4.773751704640526, 4.965024923112459, 3.839980588438353, 4.392751792040871, 4.246621340594592, 4.261973645863345, 4.902551766169453, 4.315853577759287, 4.570133615364773, 4.190678637482775, 4.802166466235379, 4.8482288372229565]",4.722217950073822,25.906418800354004,200,10,20,20
"[5.062636442369115, 5.032909342774477, 5.016802892332644, 5.012890930114914, 5.001244762812807, 4.996150173098609, 4.989813121886933, 4.962529986734835, 4.962257740779575, 4.951643207229316, 4.943659981729563, 4.939559915277456, 4.932082165435444, 4.929896491847797, 4.906667789004261, 4.897713580231233, 4.896165024831462, 4.892035190302311, 4.866658364535218, 4.8657091816497635]","[4.665233215117638, 4.536896654641181, 4.673258951417573, 4.796593798918738, 4.650140525718872, 4.820451430198439, 4.413073795173675, 4.504893464240594, 4.544520538913936, 4.734242163190283, 5.016802892332644, 4.744025164716133, 4.590363125871638, 4.556343048145973, 4.5331592388071975, 4.906667789004261, 4.2868542473882725, 4.3584351871715326, 4.906667789004261, 4.627842865073478]","[4.281127310191195, 4.795358453492879, 3.839980588438353, 4.299429322457231, 4.392751792040871, 5.203434465695057, 4.857485526247578, 4.0628451943383785, 4.85477388662785, 4.8482288372229565, 4.84419776342398, 3.9725109725023393, 4.074508923050805, 4.902551766169453, 4.246621340594592, 4.179582099598753, 4.987128308047999, 4.802166466235379, 4.9515227176032885, 4.56258013628914]",4.129430719331139,25.87942147254944,200,10,20,20
"[5.141249819672616, 5.085263028621039, 4.977816649569054, 4.950232250539234, 4.8984377337920355, 4.862629923733435, 4.82555942652174, 4.823414108801942, 4.812151414970726, 4.808040496588511, 4.795654078695401, 4.789981311929994, 4.7819460189840655, 4.781881559969444, 4.765471135561686, 4.757769776561921, 4.754886259181326, 4.752712696225801, 4.751128607280225, 4.750285692688533]","[4.400289861009581, 4.512159669075767, 4.765471135561686, 4.425074557556098, 4.382808240668353, 4.656029521675881, 4.412878655242558, 4.494309053367692, 4.378833371418031, 4.3951712775251774, 4.369821722318064, 4.719073789751525, 4.490776725088542, 4.65387989335018, 4.322576323460288, 4.590561739491237, 4.27869790579331, 4.233081464810377, 4.40573091130844, 4.61368834474659]","[4.261973645863345, 4.792861293367596, 4.246621340594592, 4.857485526247578, 4.0628451943383785, 3.839980588438353, 4.558645339362757, 4.56258013628914, 4.783854707480715, 4.8482288372229565, 4.812648372260908, 4.827132070564201, 4.795358453492879, 4.987128308047999, 3.9725109725023393, 4.508876493980037, 4.299429322457231, 4.315853577759287, 4.9515227176032885, 4.87697877963674]",3.8525479465903785,25.916884660720825,200,10,20,20
"[5.224718445281589, 5.200314853525351, 5.181655348233192, 5.149816702160365, 5.1327329477674715, 5.112772524374307, 5.081082733461185, 5.049647990008725, 5.023694761300786, 5.009374813386074, 5.0010097650023955, 4.997055726911334, 4.988808052595684, 4.987010131796115, 4.982417574511876, 4.979824067071311, 4.973624086049411, 4.969230754595421, 4.967177543898568, 4.943372431770614]","[4.845006523231299, 4.3815883302525265, 5.049647990008725, 4.4898021953020075, 4.818750925002205, 4.896580511036287, 4.68696352918352, 4.623519954941245, 4.812581234909506, 4.688573580742154, 4.361337317834079, 4.546604594593818, 4.279108457038698, 4.684977928079789, 4.616266525497719, 4.627502603702959, 4.396646735296161, 4.339511161822383, 4.659201021217603, 4.7642377393457025]","[4.508876493980037, 4.56258013628914, 4.074508923050805, 4.987128308047999, 4.246621340594592, 4.558645339362757, 4.392751792040871, 4.795358453492879, 4.924461897925821, 4.84419776342398, 4.812648372260908, 3.839980588438353, 4.190678637482775, 4.85477388662785, 4.549314007096176, 4.965024923112459, 4.8482288372229565, 4.792861293367596, 5.203434465695057, 4.987128308047999]",4.153679115300328,25.897812128067017,200,10,20,20
"[5.596384123781056, 5.547727456845974, 5.526518306330435, 5.520542436567867, 5.504995419292378, 5.486701590764181, 5.486488267477241, 5.4836290447798595, 5.465518327100343, 5.456212714534379, 5.445619615969869, 5.439159362924104, 5.437358745976811, 5.418659960583474, 5.394840892471344, 5.390065063563779, 5.385223003886425, 5.379557748445404, 5.369057146257244, 5.351611889853864]","[4.820903619307673, 4.712234631645393, 4.914184773354147, 4.908799602301147, 4.7770455545089705, 5.0938190393650755, 4.819101739139864, 5.083426974066844, 4.77678936719741, 4.382250443381326, 5.198441900638048, 4.945510004945344, 4.84011962698907, 4.640306669771739, 4.682291540876209, 5.12209692820642, 5.243263114771348, 5.121522010373739, 4.594381370974485, 5.164163444238587]","[4.246621340594592, 4.190678637482775, 4.392751792040871, 4.9515227176032885, 4.773751704640526, 4.987128308047999, 4.902551766169453, 4.84419776342398, 4.0628451943383785, 4.299429322457231, 5.203434465695057, 4.261973645863345, 4.924461897925821, 4.508876493980037, 4.792861293367596, 4.8482288372229565, 4.281127310191195, 4.857485526247578, 4.315853577759287, 4.549314007096176]",4.13414156244404,25.888285160064697,200,10,20,20
"[5.429990748344353, 5.412870910440648, 5.361932401168098, 5.340905453624277, 5.335599265657185, 5.334325833244156, 5.331281332263539, 5.328711062898414, 5.312168928863442, 5.304879780061789, 5.286700496304948, 5.2491727667982815, 5.247261038955568, 5.241007020350547, 5.234737652179932, 5.225493135050214, 5.216416670459485, 5.209418663782893, 5.201189959165993, 5.187209825496763]","[4.684975071541159, 4.746492752426431, 5.241007020350547, 5.286700496304948, 4.5372417238562255, 4.806768049327074, 4.282014036042021, 5.047745394151904, 4.9721469983241455, 4.732453357145928, 4.684975071541159, 4.990049650245683, 5.006800698550329, 4.74852584010182, 5.304879780061789, 5.180919514518944, 4.8268350601106835, 4.83979070453698, 5.174128207362724, 4.6812580142598526]","[4.924461897925821, 4.190678637482775, 4.261973645863345, 4.9515227176032885, 4.6958709650314985, 4.508876493980037, 4.987128308047999, 4.549314007096176, 4.987128308047999, 4.965024923112459, 4.392751792040871, 4.795358453492879, 4.907246582164313, 4.792861293367596, 4.56258013628914, 4.0628451943383785, 4.179582099598753, 4.281127310191195, 4.894161167683666, 4.246621340594592]",3.900363540133008,25.90500259399414,200,10,20,20
"[6.118844524714147, 6.111382920716256, 6.107181077789336, 6.021468219178806, 6.018086766820328, 6.0137404193519455, 6.006603967295712, 5.971566863960073, 5.960026445690367, 5.934325510268969, 5.924442926374355, 5.914643077737867, 5.9106236168928765, 5.903226036351979, 5.902838337017792, 5.901264927441003, 5.90030809752007, 5.899156391275208, 5.897886477830857, 5.883040269982756]","[5.586395715520756, 5.167721542220309, 5.637203036101394, 5.61504978369959, 5.523872281674412, 5.296699035533563, 5.6555976146548375, 5.875842471088004, 5.6539547214661985, 5.5418043347596715, 5.498622138083434, 5.16840640617469, 5.570400692707848, 5.831091779255489, 5.704586000559519, 5.362720608081141, 5.68283821668171, 5.655099793885797, 5.7193456821162405, 5.519155792186386]","[4.508876493980037, 4.827132070564201, 4.85477388662785, 4.299429322457231, 4.549314007096176, 5.203434465695057, 4.907246582164313, 4.87697877963674, 4.894161167683666, 4.792861293367596, 4.179582099598753, 4.857485526247578, 4.84419776342398, 4.795358453492879, 4.074508923050805, 4.773751704640526, 4.6958709650314985, 4.802166466235379, 4.987128308047999, 4.924461897925821]",5.016013685842263,25.850444555282593,200,10,20,20
